City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
245,Caravelas,BR,73.8,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
246,Muros,ES,60.84,scattered clouds,42.7762,-9.0603,Apartment Av. Castelao
247,Mattru,SL,73.74,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
248,Clyde River,CA,16.03,overcast clouds,70.4692,-68.5914,Qamaq Hotel
249,Souillac,MU,69.64,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
250,Pisco,PE,62.65,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
251,Sambava,MG,66.2,clear sky,-14.2667,50.1667,Melrose
252,Bourges,FR,62.19,overcast clouds,47.25,2.4167,Thomas
253,Neuquen,AR,73.29,few clouds,-38.9516,-68.0591,Hotel del Comahue
254,Gorshechnoye,RU,43.9,broken clouds,51.5244,38.0365, 
255,Bandarbeyla,SO,78.51,overcast clouds,9.4942,50.8122,JABIR HOTEL
256,Khor,RU,38.37,broken clouds,47.8861,134.9464,Gostinitsa Deksi
257,Kommunisticheskiy,RU,33.17,broken clouds,61.6789,64.4819, 
258,Talcahuano,CL,53.28,overcast clouds,-36.7167,-73.1167,departamento comodo
259,Birjand,IR,55.83,clear sky,32.8663,59.2211,Birjand Tourist Hotel
260,Micheweni,TZ,74.79,few clouds,-4.9667,39.8333, 
261,Phenix City,US,61.27,clear sky,32.471,-85.0008,Columbus Marriott
262,Zavetnoye,RU,52.07,clear sky,47.1194,43.8903, 
264,Emirdag,TR,55.22,clear sky,39.0197,31.15,Emirdağ Öğretmenevi
265,Nioro,GM,78.94,clear sky,13.35,-15.75, 
266,Kruisfontein,ZA,69.89,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
267,Rawson,AR,73.36,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
268,Amboasary,MG,68.32,clear sky,-25.0333,46.3833,Le Bon Samaritain
269,Belmonte,BR,73.78,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
270,Asfi,MA,69.22,overcast clouds,32.2994,-9.2372,Hôtel Abda
271,Marsabit,KE,67.39,broken clouds,2.3284,37.9899,Chicho Hotel
272,Carutapera,BR,79.63,overcast clouds,-1.195,-46.02,Lidera
273,Svetlyy,RU,46.96,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
274,Valdivia,CL,53.69,broken clouds,-39.8142,-73.2459,Hostal Entre Rios
275,Paragominas,BR,81.23,broken clouds,-2.9667,-47.4833,INOVA
276,Murmashi,RU,34.21,broken clouds,68.8154,32.8115,Airport Murmansk Hotel
277,Nouadhibou,MR,76.98,clear sky,20.931,-17.0347,El Medina
278,Itacoatiara,BR,79.74,heavy intensity rain,-3.1431,-58.4442,BBB Rooms Centro Itacoatiara AM
279,Goderich,CA,43.92,moderate rain,43.7501,-81.7165,Harmony Inn
280,Wajid,SO,73.63,overcast clouds,3.8093,43.2471,xamdihotelresturant114
281,Ardu,EE,44.19,broken clouds,59.0986,25.3541,Paunküla puhkekeskus
282,Pitkyaranta,RU,37.8,overcast clouds,61.5734,31.4792,Pitkyaranta hotel
283,Bengkulu,ID,73.87,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
284,Peterhead,GB,50.4,overcast clouds,57.5058,-1.7981,Palace Hotel
285,Paita,PE,64.36,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
286,Porto Novo,BJ,80.42,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
287,Maraa,BR,75.04,overcast clouds,-1.8333,-65.3667, 
288,Bandipur,NP,52.52,clear sky,27.9333,84.4167,Bandipur Guest House
289,Westport,US,51.75,clear sky,41.1415,-73.3579,The Westport Inn
290,Lapua,FI,40.33,overcast clouds,62.9693,23.0088,Hotelli Lapuahovi Ravintola Baari
291,Bonavista,CA,53.01,clear sky,48.6499,-53.1147,Sweet Sharons bnb
292,Luena,AO,65.68,scattered clouds,-11.7833,19.9167,Hotel Kandamba
293,Atar,MR,88.14,few clouds,20.5169,-13.0499,Oumou Elghoura
294,Plettenberg Bay,ZA,67.33,scattered clouds,-34.0527,23.3716,Thanda Vista B&B
295,Kutum,SD,74.77,few clouds,14.2,24.6667,Dibbo areaمنطقة دبو
296,Bodden Town,KY,84.2,few clouds,19.2833,-81.25,Will T Place
297,Marrakesh,MA,73.47,clear sky,31.6315,-8.0083,Les Jardins de La Koutoubia
298,Birao,CF,75.16,scattered clouds,10.2849,22.7882, 
299,Codrington,AU,58.21,few clouds,-38.2667,141.9667, 
300,Bouna,CI,73.74,broken clouds,9.2667,-3.0,Hôtel lababa
301,Naples,IT,70.59,clear sky,40.8333,14.25,Renaissance Naples Hotel Mediterraneo
302,Girne,CY,69.35,clear sky,35.3417,33.3167,Lavanta Residence
303,Bilma,NE,76.55,clear sky,18.6853,12.9164,Expeditions Ténére voyages
304,Mogadishu,SO,76.98,clear sky,2.0371,45.3438,Hotel Juba
305,Najran,SA,64.94,clear sky,17.4924,44.1277,محمد هادي ال فطيح
306,Taltal,CL,62.08,few clouds,-25.4,-70.4833,Residencial Karime
307,Carnarvon,AU,66.61,clear sky,-24.8667,113.6333,Hospitality Carnarvon
308,Batouri,CM,68.7,moderate rain,4.4333,14.3667,Hotel Hollywood
309,Dwarka,IN,79.36,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
310,Port-De-Bouc,FR,69.96,overcast clouds,43.4,4.9833,HOTEL RESIDENCE LES AIGUADES
311,Rognan,NO,44.74,overcast clouds,67.0953,15.3878,Rognan Hotell
312,Surt,LY,71.51,light rain,31.2089,16.5887,فندق المدينة
313,Yarada,IN,78.55,broken clouds,17.65,83.2667,Yarada Jungle Beach Resorts
314,Agadir,MA,66.65,broken clouds,30.4202,-9.5982,Iberostar Founty Beach
315,Aripuana,BR,75.6,light rain,-9.1667,-60.6333, 
316,Rampur,IN,67.35,clear sky,28.8167,79.0333,OYO 38687 Hotel Shivansh
317,Richards Bay,ZA,71.92,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
318,Trussville,US,56.91,few clouds,33.6198,-86.6089,Courtyard by Marriott Birmingham Trussville
319,Nantucket,US,53.71,few clouds,41.2835,-70.0995,Jared Coffin House
320,Inhambane,MZ,70.95,scattered clouds,-23.865,35.3833,Oceano
321,Doka,SD,72.55,scattered clouds,13.5167,35.7667,منصور عثمان
322,Lucapa,AO,68.52,broken clouds,-8.4192,20.7447,Lírio Mendes
323,El Tigre,VE,82.2,overcast clouds,8.8875,-64.2454,Hotel Santa Cruz
324,Namibe,AO,63.19,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
